ItemName,Category,Year,ItemUnit,ItemValue
空氣污染實收罰鍰/其他固定污染源,嘉義縣,101,千元,2085 
空氣污染實收罰鍰/其他固定污染源,雲林縣,101,千元,14886 
空氣污染實收罰鍰/其他固定污染源,南投縣,101,千元,2110 
空氣污染實收罰鍰/其他固定污染源,彰化縣,101,千元,7366 
空氣污染實收罰鍰/其他固定污染源,苗栗縣,101,千元,3222 
空氣污染實收罰鍰/其他固定污染源,新竹縣,101,千元,4363 
空氣污染實收罰鍰/其他固定污染源,宜蘭縣,101,千元,3560 
空氣污染實收罰鍰/其他固定污染源,高雄市,101,千元,26904 
空氣污染實收罰鍰/其他固定污染源,臺南市,101,千元,5013 
空氣污染實收罰鍰/其他固定污染源,臺中市,101,千元,9399 
空氣污染實收罰鍰/其他固定污染源,桃園市,101,千元,16001 
空氣污染實收罰鍰/其他固定污染源,臺北市,101,千元,7629 
空氣污染實收罰鍰/其他固定污染源,新北市,101,千元,23366 
空氣污染實收罰鍰/其他固定污染源,總計,101,千元,223554 
空氣污染實收罰鍰/營建工程,連江縣,101,千元,－
空氣污染實收罰鍰/營建工程,金門縣,101,千元,100 
空氣污染實收罰鍰/營建工程,嘉義市,101,千元,170 
空氣污染實收罰鍰/營建工程,新竹市,101,千元,2180 
空氣污染實收罰鍰/營建工程,基隆市,101,千元,880 
空氣污染實收罰鍰/營建工程,澎湖縣,101,千元,－
空氣污染實收罰鍰/營建工程,花蓮縣,101,千元,1142 
空氣污染實收罰鍰/營建工程,臺東縣,101,千元,285 
空氣污染實收罰鍰/營建工程,屏東縣,101,千元,1589 
空氣污染實收罰鍰/營建工程,嘉義縣,101,千元,740 
空氣污染實收罰鍰/營建工程,雲林縣,101,千元,4792 
空氣污染實收罰鍰/營建工程,南投縣,101,千元,183 
空氣污染實收罰鍰/營建工程,彰化縣,101,千元,2143 
空氣污染實收罰鍰/營建工程,苗栗縣,101,千元,380 
空氣污染實收罰鍰/營建工程,新竹縣,101,千元,1420 
空氣污染實收罰鍰/營建工程,宜蘭縣,101,千元,1006 
空氣污染實收罰鍰/營建工程,高雄市,101,千元,3403 
空氣污染實收罰鍰/營建工程,臺南市,101,千元,3064 
空氣污染實收罰鍰/營建工程,臺中市,101,千元,4747 
空氣污染實收罰鍰/營建工程,桃園市,101,千元,3266 
空氣污染實收罰鍰/營建工程,臺北市,101,千元,180 
空氣污染實收罰鍰/營建工程,新北市,101,千元,6067 
空氣污染實收罰鍰/營建工程,總計,101,千元,37733 
空氣污染實收罰鍰/總計,連江縣,101,千元,20 
空氣污染實收罰鍰/總計,金門縣,101,千元,320 
空氣污染實收罰鍰/總計,嘉義市,101,千元,1476 
空氣污染實收罰鍰/總計,新竹市,101,千元,3598 
空氣污染實收罰鍰/總計,基隆市,101,千元,3143 
空氣污染實收罰鍰/總計,澎湖縣,101,千元,7 
空氣污染實收罰鍰/總計,花蓮縣,101,千元,95813 
空氣污染實收罰鍰/總計,臺東縣,101,千元,1214 
空氣污染實收罰鍰/總計,屏東縣,101,千元,6086 
空氣污染實收罰鍰/總計,嘉義縣,101,千元,5467 
空氣污染實收罰鍰/總計,雲林縣,101,千元,21157 
空氣污染實收罰鍰/總計,南投縣,101,千元,3221 
空氣污染實收罰鍰/總計,彰化縣,101,千元,13071 
空氣污染實收罰鍰/總計,苗栗縣,101,千元,6517 
空氣污染實收罰鍰/總計,新竹縣,101,千元,7268 
空氣污染實收罰鍰/總計,宜蘭縣,101,千元,6255 
空氣污染實收罰鍰/總計,高雄市,101,千元,44652 
空氣污染實收罰鍰/總計,臺南市,101,千元,13175 
空氣污染實收罰鍰/總計,臺中市,101,千元,20423 
空氣污染實收罰鍰/總計,桃園市,101,千元,41043 
空氣污染實收罰鍰/總計,臺北市,101,千元,18300 
空氣污染實收罰鍰/總計,新北市,101,千元,37837 
空氣污染實收罰鍰/總計,總計,101,千元,350061 
